HoleID,Depth (feet),Elevation (feet),q_c (tsf),f_s (tsf),U_2 (ft-head),B_q,q_t (tsf),U_0 (ft-head),R_f (%),F_r,Q_t,Ic,Q_tn,Icn,Zone_Icn,SBT_Icn,Zone_LCPC,Q_s (Tons),Q_b (Tons),Q_ult (Tons)
CPT-07,-0.0656168,9.9343832,0.61612094,0.0,0.02676498,0.0013619,0.61628802,0.0,0.1,0.1,214.02380366,1.16058032,11.13897905,2.4331211,5,Sand_Mixtures,4,0.0037054,0.26352798,0.26723338
CPT-07,-0.1312336,9.8687664,8.14532768,0.0,0.0869862,0.00033355,8.14587071,0.0,0.1,0.1,1000.0,1.0,104.52084529,1.46738277,6,Sands_Clean_Sands,4,0.05268201,3.4832169,3.53589892
CPT-07,-0.19685039,9.80314961,14.74513165,0.0,-0.06356684,-0.00013464,14.74513165,0.0,0.1,0.1,1000.0,1.0,154.49727413,1.29983224,7,Gravelly_sand_Dense_Sand,4,0.14133634,6.30509538,6.44643172
CPT-07,-0.26246719,9.73753281,26.83781044,0.01044273,-0.01672811,-1.946e-05,26.83781044,0.0,0.1,0.1,1000.0,1.0,242.02466797,1.10819714,7,Gravelly_sand_Dense_Sand,4,0.30269725,11.47598805,11.7786853
CPT-07,-0.32808399,9.67191601,36.49733366,0.0,-0.08364057,-7.156e-05,36.49733366,0.0,0.1,0.1,1000.0,1.0,292.30642888,1.02797888,7,Gravelly_sand_Dense_Sand,4,0.52213553,15.60645068,16.12858621
CPT-07,-0.39370079,9.60629921,40.67442478,0.01044273,-0.12044243,-9.247e-05,40.67442478,0.0,0.1,0.1,1000.0,1.0,295.68730806,1.02310084,7,Gravelly_sand_Dense_Sand,4,0.76668835,17.39259668,18.15928504
CPT-07,-0.45931759,9.54068241,45.84357504,0.01044273,-0.204083,-0.00013902,45.84357504,0.0,0.1,0.1,1000.0,1.0,307.0239734,1.0071496,7,Gravelly_sand_Dense_Sand,4,1.04232042,19.60295236,20.64527278
CPT-07,-0.52493438,9.47506562,51.9525708,0.03132818,-0.3211798,-0.00019306,51.9525708,0.0,0.1,0.1,1000.0,1.0,324.00747506,1.0,7,Gravelly_sand_Dense_Sand,4,1.35468249,22.21519088,23.56987338
CPT-07,-0.59055118,9.40944882,54.76166458,0.07309909,-0.38140101,-0.0002175,54.76166458,0.0,0.13348589,0.13355316,1000.0,1.0,320.36947612,1.0244245,7,Gravelly_sand_Dense_Sand,5,1.57418356,23.41637407,24.99055763
CPT-07,-0.65616798,9.34383202,55.99390646,0.10442728,-0.36132728,-0.00020153,55.99390646,0.0,0.18649758,0.18660083,1000.0,1.0,309.08082232,1.09601775,7,Gravelly_sand_Dense_Sand,5,1.79862382,23.94328714,25.74191096
CPT-07,-0.72178478,9.27821522,56.72489741,0.14619819,-0.39812913,-0.00021921,56.72489741,0.0,0.25773196,0.25788864,1000.0,1.0,296.87301029,1.18049642,7,Gravelly_sand_Dense_Sand,5,2.02599412,24.25586269,26.28185681
