HoleID,Depth (feet),Elevation (feet),q_c (tsf),f_s (tsf),U_2 (ft-head),B_q,q_t (tsf),U_0 (ft-head),R_f (%),F_r,Q_t,Ic,Q_tn,Icn,Zone_Icn,SBT_Icn,Zone_LCPC,Q_s (Tons),Q_b (Tons),Q_ult (Tons)
"CPT-04",-0.0656168,9.9343832,0,0,-0.01672811,"",0,0,"","","","","","","","","","","",""
"CPT-04",-0.1312336,9.8687664,1.55596644,0,0.00334562,"6.7237e-05",1.55598733,0,"0.1","0.1","541.8863","1","28.20275","2.0317","6","Sands_Clean_Sands","4","0.009355291","0.665348","0.6747036"
"CPT-04",-0.19685039,9.80314961,2.84042196,0,-0.02341936,"-0.00025787",2.84042196,0,"0.1","0.1","494.5137","1","36.39793","1.9216","6","Sands_Clean_Sands","4","0.02643318","1.21458","1.241012"
"CPT-04",-0.26246719,9.73753281,7.7380613,0,-0.0736037,"-0.00029723",7.7380613,0,"0.1","0.1","898.9403","1","81.03541","1.5767","6","Sands_Clean_Sands","4","0.07295786","3.30884","3.381793"
"CPT-04",-0.32808399,9.67191601,12.74012792,0.01044273,-0.05687559,"-0.00013947",12.74012792,0,"0.1","0.1","1000","1","115.5684","1.4243","6","Sands_Clean_Sands","4","0.1495572","5.44775","5.597303"
"CPT-04",-0.39370079,9.60629921,16.48906719,0.01044273,-0.07694933,"-0.00014579",16.48906719,0,"0.1","0.1","1000","1","133.7887","1.3615","6","Sands_Clean_Sands","4","0.2486968","7.05081","7.299508"
"CPT-04",-0.45931759,9.54068241,23.90340393,0.02088546,-0.10036869,"-0.00013116",23.90340393,0,"0.1","0.1","1000","1","176.514","1.2428","7","Gravelly_sand_Dense_Sand","4","0.3924148","10.2212","10.61364"
"CPT-04",-0.52493438,9.47506562,27.17197773,0.02088546,-0.18066364,"-0.00020769",27.17197773,0,"0.1","0.1","1000","1","185.1571","1.2224","7","Gravelly_sand_Dense_Sand","4","0.5557849","11.6189","12.17466"
"CPT-04",-0.59055118,9.40944882,29.70956059,0.07309909,-0.12378805,"-0.00013016",29.70956059,0,"0.24605","0.24624","1000","1","187.9222","1.3432","6","Sands_Clean_Sands","4","0.734412","12.704","13.43838"
"CPT-04",-0.65616798,9.34383202,37.21788188,0.03132818,-0.10705993,"-8.9851e-05",37.21788188,0,"0.1","0.1","1000","1","221.2635","1.1464","7","Gravelly_sand_Dense_Sand","4","0.9581826","15.9146","16.87274"
"CPT-04",-0.72178478,9.27821522,48.17230334,0.02088546,-0.13382492,"-8.6765e-05",48.17230334,0,"0.1","0.1","1000","1","270.6576","1.0606","7","Gravelly_sand_Dense_Sand","4","1.247816","20.5987","21.84654"
"CPT-04",-0.78740157,9.21259843,65.7369715,0.01044273,-0.22081111,"-0.0001049",65.7369715,0,"0.1","0.1","1000","1","350.5537","1","7","Gravelly_sand_Dense_Sand","5","1.511309","28.1095","29.62078"
"CPT-04",-0.85301837,9.14698163,77.16131571,0.02088546,-0.37805539,"-0.000153",77.16131571,0,"0.1","0.1","1000","1","392.1752","1","7","Gravelly_sand_Dense_Sand","5","1.820595","32.9946","34.81518"
"CPT-04",-0.91863517,9.08136483,81.28619319,0.04177091,-0.65239647,"-0.00025064",81.28619319,0,"0.1","0.1","1000","1","395.3243","1","7","Gravelly_sand_Dense_Sand","5","2.146414","34.7584","36.90482"
"CPT-04",-0.98425197,9.01574803,78.63374033,0.06265637,-0.97357627,"-0.00038667",78.63374033,0,"0.1","0.1","1000","1","367.2718","1","7","Gravelly_sand_Dense_Sand","5","2.461602","33.6242","36.0858"
"CPT-04",-1.04986877,8.95013123,71.65799816,0.08354182,-1.34828604,"-0.00058767",71.65799816,0,"0.11658","0.11666","1000","1","322.3626","1.0035","7","Gravelly_sand_Dense_Sand","5","2.748828","30.6413","33.39016"
"CPT-04",-1.11548556,8.88451444,59.21026662,0.26106819,-1.69623082,"-0.00089494",59.21026662,0,"0.44092","0.44129","1000","1","256.5369","1.3686","6","Sands_Clean_Sands","5","2.986161","25.3186","28.30478"
"CPT-04",-1.18110236,8.81889764,45.65560594,0.14619819,-0.80629512,"-0.00055188",45.65560594,0,"0.32022","0.3206","848.8426","1","191.2668","1.3926","6","Sands_Clean_Sands","4","3.260663","19.5226","22.78324"
"CPT-04",-1.24671916,8.75328084,37.05079823,0.10442728,-0.98026752,"-0.00082709",37.05079823,0,"0.28185","0.28228","648.024","1","150.52","1.4561","6","Sands_Clean_Sands","4","3.483429","15.8431","19.32654"
"CPT-04",-1.31233596,8.68766404,29.83487332,0.11487001,-0.57210152,"-0.00059975",29.83487332,0,"0.38502","0.3858","492.489","1.1202","117.7212","1.6149","6","Sands_Clean_Sands","4","3.662809","12.7575","16.42036"
"CPT-04",-1.37795276,8.62204724,25.98150676,0.11487001,-0.45500472,"-0.00054797",25.98150676,0,"0.44212","0.44321","406.1314","1.2218","99.73927","1.7074","6","Sands_Clean_Sands","4","3.819022","11.1098","14.92885"
"CPT-04",-1.44356955,8.55643045,21.34493562,0.12531273,-0.11040556,"-0.00016196",21.34493562,0,"0.58708","0.58894","316.7267","1.3856","79.80681","1.8544","6","Sands_Clean_Sands","4","3.947357","9.12721","13.07456"
"CPT-04",-1.50918635,8.49081365,22.44142204,0.32372456,0.31114293,"0.00043409",22.44336439,0,"1.4424","1.447","316.1033","1.6873","84.95072","2.0688","5","Sand_Mixtures","4","4.082296","9.5969","13.6792"
"CPT-04",-1.57480315,8.42519685,25.76220948,0.45948002,0.18066364,"0.00021951",25.7633373,0,"1.7835","1.7886","344.9684","1.7428","99.32129","2.0828","5","Sand_Mixtures","4","4.237197","11.0165","15.25373"
"CPT-04",-1.64041995,8.35958005,39.00358833,0.45948002,0.87989883,"0.00070546",39.0090812,0,"1.1779","1.1802","497.8908","1.5055","135.3471","1.8604","6","Sands_Clean_Sands","4","4.471737","16.6805","21.15222"
"CPT-04",-1.70603675,8.29396325,62.21777223,0.77276186,-0.8029495,"-0.00040335",62.21777223,0,"1.242","1.2437","757.0315","1.4414","210.8445","1.7441","6","Sands_Clean_Sands","5","4.721124","26.6046","31.32577"
"CPT-04",-1.77165354,8.22834646,89.27487996,0.74143367,-2.37539227,"-0.00083131",89.27487996,0,"0.83051","0.83131","1000","1.2329","295.6909","1.5157","6","Sands_Clean_Sands","5","5.078965","38.1744","43.25337"
"CPT-04",-1.83727034,8.16272966,110.23343465,0.49080821,-1.70292207,"-0.00048258",110.23343465,0,"0.44524","0.44561","1000","1","357.3053","1.2633","7","Gravelly_sand_Dense_Sand","5","5.520813","47.1364","52.65721"
"CPT-04",-1.90288714,8.09711286,121.63689341,0.41770911,-0.49515219,"-0.00012716",121.63689341,0,"0.34341","0.34367","1000","1","386.2154","1.1626","7","Gravelly_sand_Dense_Sand","5","6.00837","52.0126","58.02094"
"CPT-04",-1.96850394,8.03149606,132.01696484,0.3759382,-0.48846095,"-0.00011557",132.01696484,0,"0.28477","0.28498","1000","1","410.984","1.0901","7","Gravelly_sand_Dense_Sand","6","6.309745","42.3384","48.6481"
"CPT-04",-2.03412073,7.96587927,139.57749976,0.36549547,-0.44831347,"-0.00010033",139.57749976,0,"0.26186","0.26205","1000","1","426.3483","1.0552","7","Gravelly_sand_Dense_Sand","6","6.611119","44.7631","51.37417"
"CPT-04",-2.09973753,7.90026247,148.89241296,0.3759382,-0.49849782,"-0.00010458",148.89241296,0,"0.25249","0.25267","1000","1","446.5357","1.0297","7","Gravelly_sand_Dense_Sand","6","6.912494","47.7504","54.66287"
"CPT-04",-2.16535433,7.83464567,154.30174596,0.38638093,-0.59217526,"-0.00011987",154.30174596,0,"0.25041","0.25058","1000","1","454.6152","1.0213","7","Gravelly_sand_Dense_Sand","6","7.213868","49.4852","56.69904"
"CPT-04",-2.23097113,7.76902887,159.86771988,0.38638093,-0.56206465,"-0.00010982",159.86771988,0,"0.24169","0.24186","1000","1","463.0018","1.0057","7","Gravelly_sand_Dense_Sand","6","7.515242","51.2702","58.78545"
"CPT-04",-2.29658793,7.70341207,164.10746736,0.36549547,-0.36132728,"-6.8773e-05",164.10746736,0,"0.22272","0.22288","1000","1","467.4818","1","7","Gravelly_sand_Dense_Sand","6","7.816617","52.6299","60.44653"
"CPT-04",-2.36220472,7.63779528,168.46208486,0.39682366,-0.45500472,"-8.4365e-05",168.46208486,0,"0.23556","0.23572","1000","1","472.2195","1","7","Gravelly_sand_Dense_Sand","6","8.117991","54.0265","62.14444"
"CPT-04",-2.42782152,7.57217848,173.40149511,0.43859457,-0.52191718,"-9.4015e-05",173.40149511,0,"0.25294","0.25312","1000","1","478.4901","1.0064","7","Gravelly_sand_Dense_Sand","6","8.419366","55.6105","64.02991"
"CPT-04",-2.49343832,7.50656168,176.94157983,0.43859457,-0.60221213,"-0.00010631",176.94157983,0,"0.24788","0.24805","1000","1","480.8738","1","7","Gravelly_sand_Dense_Sand","6","8.72074","55.8171","64.5378"
"CPT-04",-2.55905512,7.44094488,181.32752551,0.43859457,-0.63232273,"-0.00010892",181.32752551,0,"0.24188","0.24206","1000","1","485.5566","1","7","Gravelly_sand_Dense_Sand","6","9.022115","55.8171","64.83918"
"CPT-04",-2.62467192,7.37532808,182.93570559,0.43859457,-0.66243334,"-0.00011311",182.93570559,0,"0.23975","0.23993","1000","1","482.8679","1","7","Gravelly_sand_Dense_Sand","6","9.323489","55.8171","65.14055"
"CPT-04",-2.69028871,7.30971129,180.16838272,0.43859457,-0.67916145,"-0.00011775",180.16838272,0,"0.24344","0.24362","1000","1","468.9543","1.0031","7","Gravelly_sand_Dense_Sand","6","9.624864","55.8171","65.44193"
"CPT-04",-2.75590551,7.24409449,173.26573964,0.42815184,-0.50853468,"-9.1686e-05",173.26573964,0,"0.24711","0.24731","1000","1","444.8936","1.0253","7","Gravelly_sand_Dense_Sand","6","9.926238","55.567","65.49324"
"CPT-04",-2.82152231,7.17847769,159.26204167,0.22974001,-0.60221213,"-0.00011813",159.26204167,0,"0.14425","0.14439","1000","1","403.7522","1","7","Gravelly_sand_Dense_Sand","6","10.22761","51.076","61.30357"
"CPT-04",-2.88713911,7.11286089,146.83519558,0.21929728,-0.64905085,"-0.00013811",146.83519558,0,"0.14935","0.1495","975.0926","1","367.6632","1","7","Gravelly_sand_Dense_Sand","6","10.52899","47.0906","57.61961"
"CPT-04",-2.95275591,7.04724409,131.63058391,0.21929728,-0.46838721,"-0.0001112",131.63058391,0,"0.1666","0.1668","853.3242","1","325.6236","1.0545","7","Gravelly_sand_Dense_Sand","6","10.83036","42.2144","53.04481"
"CPT-04",-3.0183727,6.9816273,117.37626046,0.33416729,-0.37136414,"-9.8887e-05",117.37626046,0,"0.2847","0.28508","742.7741","1","286.8541","1.2167","7","Gravelly_sand_Dense_Sand","5","11.30084","50.1907","61.49154"
"CPT-04",-3.0839895,6.9160105,110.10812192,0.53257912,-0.20073738,"-5.6988e-05",110.10812192,0,"0.48369","0.4844","680.1325","1.1071","265.8411","1.3828","6","Sands_Clean_Sands","5","11.74219","47.0828","58.825"
"CPT-04",-3.1496063,6.8503937,115.14151671,0.62656367,0.62897711,"0.00017075",115.14544318,0,"0.54415","0.54493","694.5753","1.1443","274.7295","1.4063","6","Sands_Clean_Sands","5","12.20372","49.2368","61.44052"
"CPT-04",-3.2152231,6.7847769,122.45142617,0.68922003,1.33490355,"0.00034072",122.45975947,0,"0.56281","0.56359","721.6766","1.1476","288.8032","1.4006","6","Sands_Clean_Sands","5","12.69458","52.3644","65.05901"
"CPT-04",-3.2808399,6.7191601,124.414659,0.66833458,1.16093115,"0.00029164",124.42190625,0,"0.53715","0.5379","716.7077","1.1321","290.1025","1.3852","6","Sands_Clean_Sands","5","13.1933","53.2035","66.39676"
"CPT-04",-3.34645669,6.65354331,124.14314808,0.67877731,-0.3646729,"-9.182e-05",124.14314808,0,"0.54677","0.54755","699.3025","1.1444","286.2321","1.3947","6","Sands_Clean_Sands","5","13.6909","53.0843","66.77516"
"CPT-04",-3.41207349,6.58792651,117.10474954,0.71010549,-1.79994513,"-0.0004805",117.10474954,0,"0.60638","0.60732","645.3179","1.2011","267.0377","1.4476","6","Sands_Clean_Sands","5","14.16029","50.0746","64.2349"
"CPT-04",-3.47769029,6.52230971,102.1403206,0.67877731,-2.52259968,"-0.00077228",102.1403206,0,"0.66455","0.66576","550.8636","1.2727","230.3889","1.5216","6","Sands_Clean_Sands","5","14.5697","43.6757","58.24544"
"CPT-04",-3.54330709,6.45669291,88.23060718,0.65789185,-2.72333706,"-0.0009655",88.23060718,0,"0.74565","0.74725","465.9316","1.3559","196.8973","1.6056","6","Sands_Clean_Sands","5","14.92336","37.7279","52.65123"
"CPT-04",-3.60892388,6.39107612,73.850971,0.61612094,-1.74641517,"-0.00074005",73.850971,0,"0.83428","0.83646","382.0362","1.4469","163.0788","1.699","6","Sands_Clean_Sands","5","15.21937","31.5791","46.79843"
"CPT-04",-3.67454068,6.32545932,66.26955061,0.52213639,-1.04383435,"-0.00049311",66.26955061,0,"0.7879","0.79024","336.0754","1.4628","144.8655","1.7213","6","Sands_Clean_Sands","5","15.485","28.3372","43.82221"
"CPT-04",-3.74015748,6.25984252,56.05656283,0.38638093,-0.3211798,"-0.00017948",56.05656283,0,"0.68927","0.69174","278.8445","1.4742","121.3254","1.7449","6","Sands_Clean_Sands","5","15.70969","23.9701","39.67977"
"CPT-04",-3.80577428,6.19422572,48.59001245,0.29239638,0.14720741,"9.4959e-05",48.59093141,0,"0.60175","0.60429","237.2531","1.4836","104.161","1.764","6","Sands_Clean_Sands","4","16.00184","20.7777","36.77958"
"CPT-04",-3.87139108,6.12860892,43.88034221,0.25062547,0.44831347,"0.00032039",43.88314086,0,"0.57112","0.57383","210.4495","1.5077","93.20261","1.7916","6","Sands_Clean_Sands","4","16.26569","18.7647","35.03035"
"CPT-04",-3.93700787,6.06299213,42.56455851,0.27151092,0.49180657,"0.00036242",42.56762867,0,"0.63783","0.64101","200.6086","1.5549","89.61269","1.8324","6","Sands_Clean_Sands","4","16.52162","18.2021","34.72376"
"CPT-04",-4.00262467,5.99737533,42.24083395,0.26106819,0.39143788,"0.00029071",42.24327755,0,"0.61801","0.62117","195.7229","1.5541","88.1714","1.8306","6","Sands_Clean_Sands","4","16.77561","18.0634","34.83906"
"CPT-04",-4.06824147,5.93175853,42.32437577,0.26106819,0.04683872,"3.4721e-05",42.32466817,0,"0.61682","0.62002","192.8564","1.5584","87.60431","1.8325","6","Sands_Clean_Sands","4","17.03008","18.0982","35.12833"
"CPT-04",-4.13385827,5.86614173,42.74208488,0.27151092,0.44496785,"0.00032662",42.74486265,0,"0.63519","0.6385","191.6005","1.5689","87.7495","1.839","6","Sands_Clean_Sands","4","17.28708","18.2779","35.56501"
"CPT-04",-4.19947507,5.80052493,42.60632942,0.27151092,1.73303267,"0.001276",42.61714809,0,"0.63709","0.64048","187.9557","1.5761","86.77655","1.8438","6","Sands_Clean_Sands","4","17.54332","18.2233","35.76663"
"CPT-04",-4.26509186,5.73490814,42.83606943,0.26106819,3.10473807,"0.0022734",42.85545114,0,"0.60918","0.61246","186.0302","1.5669","86.56958","1.8339","6","Sands_Clean_Sands","4","17.80098","18.3252","36.1262"
"CPT-04",-4.33070866,5.66929134,44.19362405,0.20885456,4.06493185,"0.0028845",44.21899987,0,"0.47232","0.47482","189.0408","1.4927","88.64847","1.7667","6","Sands_Clean_Sands","4","18.06685","18.9083","36.97512"
"CPT-04",-4.39632546,5.60367454,46.27172688,0.16708364,4.69390896,"0.0031805",46.30102917,0,"0.36086","0.36271","195.0439","1.4141","92.14797","1.6954","6","Sands_Clean_Sands","4","18.34523","19.7986","38.14379"
"CPT-04",-4.46194226,5.53805774,50.3757189,0.22974001,1.59920776,"0.00099542",50.38570215,0,"0.45596","0.45814","209.1548","1.4483","99.56037","1.7154","6","Sands_Clean_Sands","4","18.64817","21.5452","40.19336"
"CPT-04",-4.52755906,5.47244094,52.80887448,0.19841183,1.8969682,"0.0011262",52.82071653,0,"0.37563","0.37737","216.0992","1.387","103.6241","1.6585","6","Sands_Clean_Sands","5","18.85989","22.5864","41.44631"
"CPT-04",-4.59317585,5.40682415,54.9183055,0.1879691,1.96722628,"0.0011229",54.93058614,0,"0.34219","0.34374","221.5358","1.3552","107.0005","1.627","6","Sands_Clean_Sands","5","19.08007","23.4886","42.56868"
"CPT-04",-4.65879265,5.34120735,57.47677381,0.17752637,2.71999144,"0.0014831",57.49375368,0,"0.30878","0.31013","228.6385","1.3192","111.2172","1.5917","6","Sands_Clean_Sands","5","19.31052","24.5846","43.89515"
"CPT-04",-4.72440945,5.27559055,59.85771575,0.17752637,3.03447999,"0.0015886",59.87665885,0,"0.29649","0.29775","234.8308","1.2999","115.0319","1.5707","6","Sands_Clean_Sands","5","19.55053","25.6036","45.1541"
"CPT-04",-4.79002625,5.20997375,62.70858043,0.17752637,3.10139245,"0.0015496",62.72794125,0,"0.28301","0.28418","242.6692","1.2771","119.696","1.5463","6","Sands_Clean_Sands","5","19.80196","26.8228","46.62476"
"CPT-04",-4.85564304,5.14435696,65.12085056,0.17752637,3.28205609,"0.001579",65.14133919,0,"0.27252","0.27362","248.6145","1.2595","123.468","1.5271","6","Sands_Clean_Sands","5","20.06307","27.8548","47.91784"
"CPT-04",-4.92125984,5.07874016,66.39486335,0.1879691,3.5028672,"0.0016528",66.41673042,0,"0.28301","0.28415","250.0838","1.266","125.0402","1.5293","6","Sands_Clean_Sands","5","20.32928","28.4001","48.72942"
"CPT-04",-4.98687664,5.01312336,67.73153251,0.17752637,3.79393639,"0.0017547",67.75521661,0,"0.26201","0.26305","251.7611","1.246","126.7184","1.5096","6","Sands_Clean_Sands","5","20.60087","28.9725","49.57335"
