HoleID,Depth (feet),Elevation (feet),q_c (tsf),f_s (tsf),U_2 (ft-head),B_q,q_t (tsf),U_0 (ft-head),R_f (%),F_r,Q_t,Ic,Q_tn,Icn,Zone_Icn,SBT_Icn,Zone_LCPC,Q_s (Tons),Q_b (Tons),Q_ult (Tons)
"CPT-11",-0.0656168,9.9343832,0.13575546,0,0.01338249,0.00314131,0.135839,0,0.1,0.1,46.39442927,1.81690272,3.30441293,2.9590952,1,"Clays_silty_clay_to_clay",1,0.00108897,0.05808547,0.05917443
"CPT-11",-0.1312336,9.8687664,1.14870006,0,0.00334562,9.136e-05,1.14872094,0,0.1,0.1,199.39521867,1.19078444,14.67618058,2.31386937,5,"Sand_Mixtures",4,0.00799559,0.49119908,0.49919467
"CPT-11",-0.19685039,9.80314961,2.41227012,0,-0.01003687,-0.00013033,2.41227012,0,0.1,0.1,279.54820526,1.04691971,25.20000603,2.0802652,5,"Sand_Mixtures",4,0.02249924,1.03149932,1.05399855
"CPT-11",-0.26246719,9.73753281,4.50081568,0,-0.00669125,-4.652e-05,4.50081568,0,0.1,0.1,391.58531321,1,40.76051846,1.87272752,6,"Sands_Clean_Sands",4,0.04956015,1.92457232,1.97413247
"CPT-11",-0.32808399,9.67191601,6.00456848,0,-0.03345623,-0.00017433,6.00456848,0,0.1,0.1,418.0005663,1,48.64578111,1.79647652,6,"Sands_Clean_Sands",4,0.0856623,2.56758488,2.65324718
"CPT-11",-0.39370079,9.60629921,7.96780131,0,-0.02676498,-0.00010508,7.96780131,0,0.1,0.1,462.32961172,1,58.94006964,1.71376894,6,"Sands_Clean_Sands",4,0.13356828,3.4070735,3.54064178
"CPT-11",-0.45931759,9.54068241,9.56553866,0,-0.05018434,-0.0001641,9.56553866,0,0.1,0.1,475.77579966,1,65.51408455,1.6682353,6,"Sands_Clean_Sands",4,0.19108058,4.09027434,4.28135492
"CPT-11",-0.52493438,9.47506562,10.91265055,0,-0.01338249,-3.836e-05,10.91265055,0,0.1,0.1,474.92999107,1,69.9129935,1.64026279,6,"Sands_Clean_Sands",4,0.25669231,4.66630643,4.92299874
"CPT-11",-0.59055118,9.40944882,13.09518066,0,-0.0736037,-0.00017578,13.09518066,0,0.1,0.1,506.65865714,1,79.10793198,1.58710185,6,"Sands_Clean_Sands",4,0.33542639,5.59956771,5.9349941
"CPT-11",-0.65616798,9.34383202,14.67203256,0,-0.09033182,-0.00019255,14.67203256,0,0.1,0.1,510.90938752,1,84.08667729,1.56085491,6,"Sands_Clean_Sands",4,0.42364121,6.27383783,6.69747904
"CPT-11",-0.72178478,9.27821522,16.75013539,0.01044273,-0.11375118,-0.00021237,16.75013539,0,0.1,0.1,530.28609355,1,91.53556988,1.52436907,6,"Sands_Clean_Sands",4,0.52435051,7.16244546,7.68679597
"CPT-11",-0.78740157,9.21259843,18.35831547,0.02088546,-0.09702306,-0.00016527,18.35831547,0,0.11376564,0.11397953,531.90520966,1,95.97550151,1.51337365,6,"Sands_Clean_Sands",4,0.63472891,7.85011167,8.48484058
"CPT-11",-0.85301837,9.14698163,19.69498463,0.02088546,-0.14051616,-0.00022312,19.69498463,0,0.10604454,0.10624617,525.92664904,1,98.8468044,1.49546162,6,"Sands_Clean_Sands",4,0.75314396,8.42167839,9.17482235
"CPT-11",-0.91863517,9.08136483,21.02121106,0.01044273,-0.05687559,-8.461e-05,21.02121106,0,0.1,0.1,520.46992607,1,101.58850934,1.47960257,6,"Sands_Clean_Sands",4,0.87953287,8.98877975,9.86831262
"CPT-11",-0.98425197,9.01574803,21.78353019,0.03132818,-0.06022121,-8.646e-05,21.78353019,0,0.14381592,0.14410265,501.56793083,1,101.51523409,1.51166574,6,"Sands_Clean_Sands",4,1.01050519,9.31475139,10.32525659
"CPT-11",-1.04986877,8.95013123,23.17241299,0.11487001,-0.01672811,-2.258e-05,23.17241299,0,0.49571879,0.49671972,495.25791269,1.20006101,104.03944951,1.71752544,6,"Sands_Clean_Sands",4,1.1498281,9.90864494,11.05847304
"CPT-11",-1.11548556,8.88451444,24.70749397,0.16708364,-0.04683872,-5.929e-05,24.70749397,0,0.67624683,0.67762194,491.77778578,1.30775314,107.05141454,1.78307281,6,"Sands_Clean_Sands",4,1.29838059,10.56505359,11.86343419
"CPT-11",-1.18110236,8.81889764,26.46187224,0.15664092,0.00669125,7.91e-06,26.46191401,0,0.59194855,0.59314943,492.93070359,1.2611252,110.9170219,1.73695282,6,"Sands_Clean_Sands",4,1.45748145,11.31525278,12.77273423
"CPT-11",-1.24671916,8.75328084,25.74132403,0.02088546,-0.06691246,-8.131e-05,25.74132403,0,0.1,0.1,454.0079978,1,104.97941391,1.46550305,6,"Sands_Clean_Sands",4,1.61224979,11.00712473,12.61937452
"CPT-11",-1.31233596,8.68766404,27.81942686,0.02088546,-0.05687559,-6.395e-05,27.81942686,0,0.1,0.1,465.78930677,1,110.5446856,1.44332748,6,"Sands_Clean_Sands",4,1.77951262,11.89573237,13.67524499
"CPT-11",-1.37795276,8.62204724,28.28934961,0.03132818,-0.02676498,-2.96e-05,28.28934961,0,0.11074197,0.11098777,450.5364998,1,109.63008377,1.45446617,6,"Sands_Clean_Sands",4,1.94960084,12.09667379,14.04627463
"CPT-11",-1.44356955,8.55643045,28.58174599,0.04177091,0.04014748,4.394e-05,28.58199661,0,0.14614413,0.14648123,433.5413352,1,108.09259923,1.48711458,6,"Sands_Clean_Sands",4,2.12144858,12.22181118,14.34325976
